Symbol,Name,Sector,Token,nGram
RCKT,"Rocket Pharmaceuticals, Inc.",Health Care,rocket pharmaceuticals,rocket_pharmaceuticals
RCKY,"Rocky Brands, Inc.",Consumer Non-Durables,rocky brands,rocky_brands
RCL,Royal Caribbean Cruises Ltd.,Consumer Services,royal caribbean cruises,royal_caribbean_cruises
RCM,R1 RCM Inc.,Consumer Services,r1 rcm,r1_rcm
RCMT,"RCM Technologies, Inc.",Technology,rcm technologies,rcm_technologies
RCON,"Recon Technology, Ltd.",Energy,recon technology,recon_technology
RDC,Rowan Companies plc,Energy,rowan companies plc,rowan_companies_plc
RDCM,Radcom Ltd.,Technology,radcom,radcom
RDFN,Redfin Corporation,Finance,redfin,redfin
RDHL,Redhill Biopharma Ltd.,Health Care,redhill biopharma,redhill_biopharma
RDI,Reading International Inc,Consumer Services,reading international,reading_international
RDN,Radian Group Inc.,Finance,radian group,radian_group
RDNT,"RadNet, Inc.",Health Care,radnet,radnet
RDUS,"Radius Health, Inc.",Health Care,radius health,radius_health
RDWR,Radware Ltd.,Miscellaneous,radware,radware
RDY,Dr. Reddy&#39;s Laboratories Ltd,Health Care,dr reddy 39 s laboratories,dr_reddy_39_s_laboratories
RE,"Everest Re Group, Ltd.",Finance,everest re group,everest_re_group
RECN,"Resources Connection, Inc.",Miscellaneous,resources connection,resources_connection
REFR,Research Frontiers Incorporated,Miscellaneous,research frontiers,research_frontiers
REG,Regency Centers Corporation,Consumer Services,regency centers,regency_centers
REGI,"Renewable Energy Group, Inc.",Basic Industries,renewable energy group,renewable_energy_group
REGN,"Regeneron Pharmaceuticals, Inc.",Health Care,regeneron pharmaceuticals,regeneron_pharmaceuticals
RELL,"Richardson Electronics, Ltd.",Consumer Non-Durables,richardson electronics,richardson_electronics
RELV,"Reliv&#39; International, Inc.",Health Care,reliv 39 international,reliv_39_international
RELX,RELX PLC,Consumer Services,relx plc,relx_plc
RENN,Renren Inc.,Technology,renren,renren
REPH,"Recro Pharma, Inc.",Health Care,recro pharma,recro_pharma
RES,"RPC, Inc.",Energy,rpc inc,rpc_inc
RESI,Front Yard Residential Corporation,Finance,front yard residential,front_yard_residential
RESN,Resonant Inc.,Technology,resonant,resonant
REV,"Revlon, Inc.",Consumer Non-Durables,revlon,revlon
REVG,"REV Group, Inc.",Capital Goods,rev group,rev_group
REX,REX American Resources Corporation,Basic Industries,rex american resources,rex_american_resources
REXR,"Rexford Industrial Realty, Inc.",Consumer Services,rexford industrial realty,rexford_industrial_realty
RF,Regions Financial Corporation,Finance,regions financial,regions_financial
RFIL,"RF Industries, Ltd.",Capital Goods,rf industries,rf_industries
RFP,Resolute Forest Products Inc.,Basic Industries,resolute forest products,resolute_forest_products
RGA,"Reinsurance Group of America, Incorporated",Finance,reinsurance group of america,reinsurance_group_of_america
RGCO,RGC Resources Inc.,Public Utilities,rgc resources,rgc_resources
RGEN,Repligen Corporation,Health Care,repligen,repligen
RGLD,"Royal Gold, Inc.",Basic Industries,royal gold,royal_gold
RGLS,Regulus Therapeutics Inc.,Health Care,regulus therapeutics,regulus_therapeutics
RGNX,REGENXBIO Inc.,Health Care,regenxbio,regenxbio
RGR,"Sturm, Ruger & Company, Inc.",Capital Goods,sturm ruger,sturm_ruger
RGS,Regis Corporation,Consumer Services,regis,regis
RGSE,"Real Goods Solar, Inc.",Basic Industries,real goods solar,real_goods_solar
RH,RH,Consumer Services,rh,rh
RHI,Robert Half International Inc.,Technology,robert half international,robert_half_international
RHP,"Ryman Hospitality Properties, Inc.",Consumer Services,ryman hospitality properties,ryman_hospitality_properties
RHT,"Red Hat, Inc.",Technology,red hat,red_hat
RIBT,RiceBran Technologies,Consumer Non-Durables,ricebran technologies,ricebran_technologies
RICK,"RCI Hospitality Holdings, Inc.",Consumer Services,rci hospitality,rci_hospitality
RIG,Transocean Ltd.,Energy,transocean,transocean
RIGL,"Rigel Pharmaceuticals, Inc.",Health Care,rigel pharmaceuticals,rigel_pharmaceuticals
RILY,"B. Riley Financial, Inc.",Miscellaneous,b riley financial,b_riley_financial
RIO,Rio Tinto Plc,Basic Industries,rio tinto plc,rio_tinto_plc
RIOT,"Riot Blockchain, Inc",Health Care,riot blockchain,riot_blockchain
RJF,"Raymond James Financial, Inc.",Finance,raymond james financial,raymond_james_financial
RKDA,"Arcadia Biosciences, Inc.",Basic Industries,arcadia biosciences,arcadia_biosciences
RL,Ralph Lauren Corporation,Consumer Non-Durables,ralph lauren,ralph_lauren
RLGY,Realogy Holdings Corp.,Finance,realogy,realogy
RLH,Red Lion Hotels Corporation,Consumer Services,red lion hotels,red_lion_hotels
RLI,RLI Corp.,Finance,rli corp,rli_corp
RLJ,RLJ Lodging Trust,Consumer Services,rlj lodging trust,rlj_lodging_trust
RLJE,"RLJ Entertainment, Inc.",Consumer Services,rlj entertainment,rlj_entertainment
RM,Regional Management Corp.,Finance,regional management,regional_management
RMAX,"RE/MAX Holdings, Inc.",Finance,re max,re_max
RMBS,"Rambus, Inc.",Technology,rambus,rambus
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,rocky mountain chocolate factory,rocky_mountain_chocolate_factory
RMD,ResMed Inc.,Health Care,resmed,resmed
RMNI,"Rimini Street, Inc.",Miscellaneous,rimini street,rimini_street
RMR,The RMR Group Inc.,Consumer Services,the rmr group,the_rmr_group
RMTI,"Rockwell Medical, Inc.",Health Care,rockwell medical,rockwell_medical
RNDB,"Randolph Bancorp, Inc.",Finance,randolph bancorp,randolph_bancorp
RNET,"RigNet, Inc.",Consumer Services,rignet,rignet
RNG,"Ringcentral, Inc.",Technology,ringcentral,ringcentral
RNR,RenaissanceRe Holdings Ltd.,Finance,renaissancere,renaissancere
RNST,Renasant Corporation,Finance,renasant,renasant
RNWK,"RealNetworks, Inc.",Technology,realnetworks,realnetworks
ROCK,"Gibraltar Industries, Inc.",Capital Goods,gibraltar industries,gibraltar_industries
ROG,Rogers Corporation,Basic Industries,rogers,rogers
ROIC,Retail Opportunity Investments Corp.,Consumer Services,retail opportunity investments,retail_opportunity_investments
ROK,"Rockwell Automation, Inc.",Capital Goods,rockwell automation,rockwell_automation
ROL,"Rollins, Inc.",Finance,rollins,rollins
ROLL,RBC Bearings Incorporated,Capital Goods,rbc bearings,rbc_bearings
ROP,"Roper Technologies, Inc.",Capital Goods,roper technologies,roper_technologies
ROSE,Rosehill Resources Inc.,Energy,rosehill resources,rosehill_resources
ROST,"Ross Stores, Inc.",Consumer Services,ross stores,ross_stores
ROYT,Pacific Coast Oil Trust,Energy,pacific coast oil trust,pacific_coast_oil_trust
RP,"RealPage, Inc.",Technology,realpage,realpage
RPAI,"Retail Properties of America, Inc.",Consumer Services,retail properties of america,retail_properties_of_america
RPD,"Rapid7, Inc.",Technology,rapid7,rapid7
RPM,RPM International Inc.,Basic Industries,rpm international,rpm_international
RPT,Ramco-Gershenson Properties Trust,Consumer Services,ramco gershenson properties trust,ramco_gershenson_properties_trust
RRC,Range Resources Corporation,Energy,range resources,range_resources
RRD,R.R. Donnelley & Sons Company,Miscellaneous,r r donnelley sons,r_r_donnelley_sons
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Services,red robin gourmet burgers,red_robin_gourmet_burgers
RRR,"Red Rock Resorts, Inc.",Consumer Services,red rock resorts,red_rock_resorts
RRTS,"Roadrunner Transportation Systems, Inc",Transportation,roadrunner transportation systems,roadrunner_transportation_systems
RS,Reliance Steel & Aluminum Co.,Basic Industries,reliance steel aluminum,reliance_steel_aluminum
RSG,"Republic Services, Inc.",Public Utilities,republic services,republic_services
RSLS,ReShape Lifesciences Inc.,Health Care,reshape lifesciences,reshape_lifesciences
RST,Rosetta Stone,Technology,rosetta stone,rosetta_stone
RSYS,RadiSys Corporation,Technology,radisys,radisys
RTEC,"Rudolph Technologies, Inc.",Capital Goods,rudolph technologies,rudolph_technologies
RTIX,"RTI Surgical, Inc.",Health Care,rti surgical,rti_surgical
RTN,Raytheon Company,Capital Goods,raytheon,raytheon
RTRX,"Retrophin, Inc.",Health Care,retrophin,retrophin
RTTR,"Ritter Pharmaceuticals, Inc.",Health Care,ritter pharmaceuticals,ritter_pharmaceuticals
RUBI,"The Rubicon Project, Inc.",Technology,the rubicon project,the_rubicon_project
RUN,Sunrun Inc.,Capital Goods,sunrun,sunrun
RUSHA,"Rush Enterprises, Inc.",Consumer Durables,rush enterprises,rush_enterprises
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Services,ruth 39 s hospitality group,ruth_39_s_hospitality_group
RVLT,"Revolution Lighting Technologies, Inc.",Consumer Durables,revolution lighting technologies,revolution_lighting_technologies
RVNC,"Revance Therapeutics, Inc.",Health Care,revance therapeutics,revance_therapeutics
RVSB,Riverview Bancorp Inc,Finance,riverview bancorp,riverview_bancorp
RWLK,ReWalk Robotics Ltd,Health Care,rewalk robotics,rewalk_robotics
RWT,"Redwood Trust, Inc.",Consumer Services,redwood trust,redwood_trust
RXII,RXi Pharmaceuticals Corporation,Health Care,rxi pharmaceuticals,rxi_pharmaceuticals
RXN,Rexnord Corporation,Technology,rexnord,rexnord
RY,Royal Bank Of Canada,Finance,royal bank of canada,royal_bank_of_canada
RYAAY,Ryanair Holdings plc,Transportation,ryanair,ryanair
RYAM,Rayonier Advanced Materials Inc.,Basic Industries,rayonier advanced materials,rayonier_advanced_materials
RYI,Ryerson Holding Corporation,Basic Industries,ryerson,ryerson
RYN,Rayonier Inc.,Consumer Services,rayonier,rayonier
S,Sprint Corporation,Public Utilities,sprint,sprint
SA,"Seabridge Gold, Inc.",Basic Industries,seabridge gold,seabridge_gold
SABR,Sabre Corporation,Technology,sabre,sabre
SAEX,"SAExploration Holdings, Inc.",Energy,saexploration,saexploration
SAFE,"Safety, Income & Growth Inc.",Consumer Services,safety income growth,safety_income_growth
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,sanderson farms,sanderson_farms
SAFT,"Safety Insurance Group, Inc.",Finance,safety insurance group,safety_insurance_group
SAGE,"Sage Therapeutics, Inc.",Health Care,sage therapeutics,sage_therapeutics
SAH,"Sonic Automotive, Inc.",Consumer Durables,sonic automotive,sonic_automotive
SAIA,"Saia, Inc.",Transportation,saia inc,saia_inc
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,science applications international,science_applications_international
SAL,"Salisbury Bancorp, Inc.",Finance,salisbury bancorp,salisbury_bancorp
SALM,"Salem Media Group, Inc.",Consumer Services,salem media group,salem_media_group
SALT,Scorpio Bulkers Inc.,Transportation,scorpio bulkers,scorpio_bulkers
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,boston beer,boston_beer
SAMG,Silvercrest Asset Management Group Inc.,Finance,silvercrest asset management group,silvercrest_asset_management_group
SAN,"Banco Santander, S.A.",Finance,banco santander s a,banco_santander_s_a
SANM,Sanmina Corporation,Technology,sanmina,sanmina
SAP,SAP SE,Technology,sap se,sap_se
SASR,"Sandy Spring Bancorp, Inc.",Finance,sandy spring bancorp,sandy_spring_bancorp
SATS,EchoStar Corporation,Technology,echostar,echostar
SAUC,"Diversified Restaurant Holdings, Inc.",Consumer Services,diversified restaurant,diversified_restaurant
SAVE,"Spirit Airlines, Inc.",Transportation,spirit airlines,spirit_airlines
SB,"Safe Bulkers, Inc",Transportation,safe bulkers,safe_bulkers
SBAC,SBA Communications Corporation,Consumer Services,sba communications,sba_communications
SBBP,Strongbridge Biopharma plc,Health Care,strongbridge biopharma plc,strongbridge_biopharma_plc
SBBX,SB One Bancorp,Finance,sb one bancorp,sb_one_bancorp
SBCF,Seacoast Banking Corporation of Florida,Finance,seacoast banking,seacoast_banking
SBFG,"SB Financial Group, Inc.",Finance,sb financial group,sb_financial_group
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,sinclair broadcast group,sinclair_broadcast_group
SBGL,Sibanye Gold Limited,Basic Industries,sibanye gold,sibanye_gold
SBH,"Sally Beauty Holdings, Inc.",Consumer Services,sally beauty,sally_beauty
SBLK,Star Bulk Carriers Corp.,Transportation,star bulk carriers,star_bulk_carriers
SBNY,Signature Bank,Finance,signature bank,signature_bank
SBOT,"Stellar Biotechnologies, Inc.",Health Care,stellar biotechnologies,stellar_biotechnologies
SBOW,"SilverBow Resorces, Inc.",Energy,silverbow resorces,silverbow_resorces
SBPH,"Spring Bank Pharmaceuticals, Inc.",Health Care,spring bank pharmaceuticals,spring_bank_pharmaceuticals
SBR,Sabine Royalty Trust,Energy,sabine royalty trust,sabine_royalty_trust
SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,sabra health care reit,sabra_health_care_reit
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Public Utilities,companhia de saneamento basico do estado de sao paulo sabesp,companhia_de_saneamento_basico_do_estado_de_sao_paulo_sabesp
SBSI,"Southside Bancshares, Inc.",Finance,southside bancshares,southside_bancshares
SBUX,Starbucks Corporation,Consumer Services,starbucks,starbucks
SC,Santander Consumer USA Holdings Inc.,Finance,santander consumer usa,santander_consumer_usa
SCCO,Southern Copper Corporation,Basic Industries,southern copper,southern_copper
SCG,Scana Corporation,Public Utilities,scana,scana
SCHL,Scholastic Corporation,Consumer Services,scholastic,scholastic
SCHN,"Schnitzer Steel Industries, Inc.",Consumer Durables,schnitzer steel industries,schnitzer_steel_industries
SCHW,The Charles Schwab Corporation,Finance,the charles schwab,the_charles_schwab
SCI,Service Corporation International,Consumer Services,service,service
SCKT,"Socket Mobile, Inc.",Technology,socket mobile,socket_mobile
SCL,Stepan Company,Basic Industries,stepan,stepan
SCON,Superconductor Technologies Inc.,Technology,superconductor technologies,superconductor_technologies
SCOR,"comScore, Inc.",Miscellaneous,comscore,comscore
SCS,Steelcase Inc.,Consumer Durables,steelcase,steelcase
SCSC,"ScanSource, Inc.",Technology,scansource,scansource
SCVL,"Shoe Carnival, Inc.",Consumer Services,shoe carnival,shoe_carnival
SCWX,SecureWorks Corp.,Technology,secureworks,secureworks
SCX,L.S. Starrett Company (The),Capital Goods,l s starrett,l_s_starrett
SCYX,"SCYNEXIS, Inc.",Health Care,scynexis,scynexis
SD,"SandRidge Energy, Inc.",Energy,sandridge energy,sandridge_energy
SDLP,Seadrill Partners LLC,Energy,seadrill partners llc,seadrill_partners_llc
SDR,SandRidge Mississippian Trust II,Energy,sandridge mississippian trust ii,sandridge_mississippian_trust_ii
SDT,SandRidge Mississippian Trust I,Energy,sandridge mississippian trust i,sandridge_mississippian_trust_i
SEAC,"SeaChange International, Inc.",Technology,seachange international,seachange_international
SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,seaworld entertainment,seaworld_entertainment
SEDG,"SolarEdge Technologies, Inc.",Technology,solaredge technologies,solaredge_technologies
SEE,Sealed Air Corporation,Basic Industries,sealed air,sealed_air
SEED,Origin Agritech Limited,Consumer Non-Durables,origin agritech,origin_agritech
SEIC,SEI Investments Company,Finance,sei investments,sei_investments
SEII,Sharing Economy International Inc.,Technology,sharing economy international,sharing_economy_international
SELB,"Selecta Biosciences, Inc.",Health Care,selecta biosciences,selecta_biosciences
SELF,"Global Self Storage, Inc.",Consumer Services,global self storage,global_self_storage
SEM,Select Medical Holdings Corporation,Health Care,select medical,select_medical
SEMG,Semgroup Corporation,Energy,semgroup,semgroup
SENEA,Seneca Foods Corp.,Consumer Non-Durables,seneca foods,seneca_foods
SEP,"Spectra Energy Partners, LP",Public Utilities,spectra energy partners,spectra_energy_partners
SERV,"ServiceMaster Global Holdings, Inc.",Consumer Services,servicemaster global,servicemaster_global
SES,"Synthesis Energy Systems, Inc.",Basic Industries,synthesis energy systems,synthesis_energy_systems
SESN,"Sesen Bio, Inc.",Health Care,sesen bio,sesen_bio
SF,Stifel Financial Corporation,Finance,stifel financial,stifel_financial
SFBS,"ServisFirst Bancshares, Inc.",Finance,servisfirst bancshares,servisfirst_bancshares
SFE,"Safeguard Scientifics, Inc.",Finance,safeguard scientifics,safeguard_scientifics
SFL,Ship Finance International Limited,Transportation,ship finance international,ship_finance_international
SFLY,"Shutterfly, Inc.",Miscellaneous,shutterfly,shutterfly
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,sprouts farmers market,sprouts_farmers_market
SFNC,Simmons First National Corporation,Finance,simmons first national,simmons_first_national
SFS,Smart,Consumer Services,smart,smart
SFST,"Southern First Bancshares, Inc.",Finance,southern first bancshares,southern_first_bancshares
SFUN,Fang Holdings Limited,Technology,fang holdings,fang_holdings
SGA,"Saga Communications, Inc.",Consumer Services,saga communications,saga_communications
SGBX,"SG Blocks, Inc.",Consumer Services,sg blocks,sg_blocks
SGC,"Superior Group of Companies, Inc.",Consumer Non-Durables,superior group of companies,superior_group_of_companies
SGEN,"Seattle Genetics, Inc.",Health Care,seattle genetics,seattle_genetics
SGH,"SMART Global Holdings, Inc.",Technology,smart global,smart_global
SGLB,"Sigma Labs, Inc.",Consumer Durables,sigma labs,sigma_labs
SGMA,"SigmaTron International, Inc.",Technology,sigmatron international,sigmatron_international
SGMO,"Sangamo Therapeutics, Inc.",Health Care,sangamo therapeutics,sangamo_therapeutics
SGMS,Scientific Games Corp,Technology,scientific games,scientific_games
SGOC,"SGOCO Group, Ltd",Technology,sgoco group,sgoco_group
SGRP,"SPAR Group, Inc.",Miscellaneous,spar group,spar_group
SGRY,"Surgery Partners, Inc.",Health Care,surgery partners,surgery_partners
SGU,"Star Group, L.P.",Consumer Services,star group l p,star_group_l_p
SGYP,"Synergy Pharmaceuticals, Inc.",Health Care,synergy pharmaceuticals,synergy_pharmaceuticals
SHAK,"Shake Shack, Inc.",Consumer Services,shake shack,shake_shack
SHBI,Shore Bancshares Inc,Finance,shore bancshares,shore_bancshares
SHEN,Shenandoah Telecommunications Co,Public Utilities,shenandoah telecommunications,shenandoah_telecommunications
SHG,Shinhan Financial Group Co Ltd,Finance,shinhan financial group,shinhan_financial_group
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",Basic Industries,sinopec shangai petrochemical,sinopec_shangai_petrochemical
SHIP,Seanergy Maritime Holdings Corp,Transportation,seanergy maritime,seanergy_maritime
SHLO,"Shiloh Industries, Inc.",Capital Goods,shiloh industries,shiloh_industries
SHLX,"Shell Midstream Partners, L.P.",Energy,shell midstream partners l p,shell_midstream_partners_l_p
SHO,"Sunstone Hotel Investors, Inc.",Consumer Services,sunstone hotel investors,sunstone_hotel_investors
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,steven madden,steven_madden
SHOP,Shopify Inc.,Technology,shopify,shopify
SHOS,"Sears Hometown and Outlet Stores, Inc.",Consumer Services,sears hometown and outlet stores,sears_hometown_and_outlet_stores
SHPG,Shire plc,Health Care,shire plc,shire_plc
SHSP,"SharpSpring, Inc.",Technology,sharpspring,sharpspring
SHW,Sherwin-Williams Company (The),Consumer Services,sherwin williams,sherwin_williams
SID,National Steel Company,Capital Goods,national steel,national_steel
SIEB,Siebert Financial Corp.,Finance,siebert financial,siebert_financial
SIEN,"Sientra, Inc.",Health Care,sientra,sientra
SIFI,"SI Financial Group, Inc.",Finance,si financial group,si_financial_group
SIFY,Sify Technologies Limited,Technology,sify technologies,sify_technologies
SIG,Signet Jewelers Limited,Consumer Services,signet jewelers,signet_jewelers
SIGA,SIGA Technologies Inc.,Health Care,siga technologies,siga_technologies
SIGI,"Selective Insurance Group, Inc.",Finance,selective insurance group,selective_insurance_group
SILC,Silicom Ltd,Technology,silicom,silicom
SIMO,Silicon Motion Technology Corporation,Technology,silicon motion technology,silicon_motion_technology
SINA,Sina Corporation,Technology,sina corporation,sina_corporation
SINO,"Sino-Global Shipping America, Ltd.",Transportation,sino global shipping america,sino_global_shipping_america
SIR,Select Income REIT,Consumer Services,select income reit,select_income_reit
SIRI,Sirius XM Holdings Inc.,Consumer Services,sirius xm,sirius_xm
SITC,SITE Centers Corp.,Consumer Services,site centers,site_centers
SITE,"SiteOne Landscape Supply, Inc.",Consumer Non-Durables,siteone landscape supply,siteone_landscape_supply
SITO,"SITO Mobile, Ltd.",Miscellaneous,sito mobile,sito_mobile
SIVB,SVB Financial Group,Finance,svb financial group,svb_financial_group
SIX,Six Flags Entertainment Corporation New,Consumer Services,six flags entertainment,six_flags_entertainment
SJI,"South Jersey Industries, Inc.",Public Utilities,south jersey industries,south_jersey_industries
SJM,J.M. Smucker Company (The),Consumer Non-Durables,j m smucker,j_m_smucker
SJR,Shaw Communications Inc.,Consumer Services,shaw communications,shaw_communications
SJT,San Juan Basin Royalty Trust,Energy,san juan basin royalty trust,san_juan_basin_royalty_trust
SJW,SJW Group,Public Utilities,sjw group,sjw_group
SKIS,"Peak Resorts, Inc.",Consumer Services,peak resorts,peak_resorts
SKM,"SK Telecom Co., Ltd.",Public Utilities,sk telecom,sk_telecom
SKT,"Tanger Factory Outlet Centers, Inc.",Consumer Services,tanger factory outlet centers,tanger_factory_outlet_centers
SKX,"Skechers U.S.A., Inc.",Consumer Non-Durables,skechers u s a,skechers_u_s_a
SKY,Skyline Champion Corporation,Basic Industries,skyline champion,skyline_champion
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,sky solar,sky_solar
SKYW,"SkyWest, Inc.",Transportation,skywest,skywest
SLAB,"Silicon Laboratories, Inc.",Technology,silicon laboratories,silicon_laboratories
SLB,Schlumberger N.V.,Energy,schlumberger n v,schlumberger_n_v
SLCA,"U.S. Silica Holdings, Inc.",Basic Industries,u s silica,u_s_silica
SLCT,"Select Bancorp, Inc.",Finance,select bancorp,select_bancorp
SLF,Sun Life Financial Inc.,Finance,sun life financial,sun_life_financial
SLG,SL Green Realty Corp,Consumer Services,sl green realty,sl_green_realty
SLGN,Silgan Holdings Inc.,Consumer Durables,silgan,silgan
SLNO,"Soleno Therapeutics, Inc.",Health Care,soleno therapeutics,soleno_therapeutics
SLP,"Simulations Plus, Inc.",Technology,simulations plus,simulations_plus
SLS,"SELLAS Life Sciences Group, Inc. ",Health Care,sellas life sciences group,sellas_life_sciences_group
SM,SM Energy Company,Energy,sm energy,sm_energy
SMBC,"Southern Missouri Bancorp, Inc.",Finance,southern missouri bancorp,southern_missouri_bancorp
SMBK,"SmartFinancial, Inc.",Finance,smartfinancial,smartfinancial
SMED,Sharps Compliance Corp.,Basic Industries,sharps compliance,sharps_compliance
SMFG,Sumitomo Mitsui Financial Group Inc,Finance,sumitomo mitsui financial group,sumitomo_mitsui_financial_group
SMG,Scotts Miracle-Gro Company (The),Basic Industries,scotts miracle gro,scotts_miracle_gro
SMHI,SEACOR Marine Holdings Inc.,Transportation,seacor marine,seacor_marine
SMI,Semiconductor  Manufacturing International Corporation,Technology,semiconductor manufacturing international,semiconductor_manufacturing_international
SMIT,"Schmitt Industries, Inc.",Capital Goods,schmitt industries,schmitt_industries
SMLP,"Summit Midstream Partners, LP",Public Utilities,summit midstream partners,summit_midstream_partners
SMMF,"Summit Financial Group, Inc.",Finance,summit financial group,summit_financial_group
SMMT,Summit Therapeutics plc,Health Care,summit therapeutics plc,summit_therapeutics_plc
SMP,"Standard Motor Products, Inc.",Capital Goods,standard motor products,standard_motor_products
SMPL,The Simply Good Foods Company,Consumer Non-Durables,the simply good foods,the_simply_good_foods
SMRT,"Stein Mart, Inc.",Consumer Services,stein mart,stein_mart
SMSI,"Smith Micro Software, Inc.",Technology,smith micro software,smith_micro_software
SMTC,Semtech Corporation,Technology,semtech,semtech
SMTX,SMTC Corporation,Technology,smtc corporation,smtc_corporation
SN,Sanchez Energy Corporation,Energy,sanchez energy,sanchez_energy
SNA,Snap-On Incorporated,Capital Goods,snap on,snap_on
SNAP,Snap Inc.,Technology,snap inc,snap_inc
SNBR,Sleep Number Corporation,Consumer Durables,sleep number,sleep_number
SNCR,"Synchronoss Technologies, Inc.",Technology,synchronoss technologies,synchronoss_technologies
SND,"Smart Sand, Inc.",Basic Industries,smart sand,smart_sand
SNDE,Sundance Energy Australia Limited,Energy,sundance energy australia,sundance_energy_australia
SNDR,"Schneider National, Inc.",Transportation,schneider national,schneider_national
SNDX,"Syndax Pharmaceuticals, Inc.",Health Care,syndax pharmaceuticals,syndax_pharmaceuticals
SNE,Sony Corp Ord,Consumer Non-Durables,sony corp ord,sony_corp_ord
SNES,"SenesTech, Inc.",Basic Industries,senestech,senestech
SNFCA,Security National Financial Corporation,Finance,security national financial,security_national_financial
SNGX,"Soligenix, Inc.",Health Care,soligenix,soligenix
SNH,Senior Housing Properties Trust,Consumer Services,senior housing properties trust,senior_housing_properties_trust
SNHY,Sun Hydraulics Corporation,Capital Goods,sun hydraulics,sun_hydraulics
SNMX,"Senomyx, Inc.",Health Care,senomyx,senomyx
SNN,"Smith & Nephew SNATS, Inc.",Health Care,smith nephew snats,smith_nephew_snats
SNNA,"Sienna Biopharmaceuticals, Inc.",Health Care,sienna biopharmaceuticals,sienna_biopharmaceuticals
SNOA,"Sonoma Pharmaceuticals, Inc.",Health Care,sonoma pharmaceuticals,sonoma_pharmaceuticals
SNP,China Petroleum & Chemical Corporation,Energy,china petroleum chemical,china_petroleum_chemical
SNPS,"Synopsys, Inc.",Technology,synopsys,synopsys
SNR,New Senior Investment Group Inc.,Consumer Services,new senior investment group,new_senior_investment_group
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,sunesis pharmaceuticals,sunesis_pharmaceuticals
SNV,Synovus Financial Corp.,Finance,synovus financial,synovus_financial
SNX,Synnex Corporation,Technology,synnex,synnex
SNY,Sanofi,Health Care,sanofi,sanofi
SO,Southern Company (The),Public Utilities,southern,southern
SODA,SodaStream International Ltd.,Consumer Durables,sodastream international,sodastream_international
SOFO,"Sonic Foundry, Inc.",Technology,sonic foundry,sonic_foundry
SOHO,Sotherly Hotels Inc.,Consumer Services,sotherly hotels,sotherly_hotels
SOHU,Sohu.com Limited ,Technology,sohu com,sohu_com
SOI,"Solaris Oilfield Infrastructure, Inc.",Energy,solaris oilfield infrastructure,solaris_oilfield_infrastructure
SOL,Renesola Ltd.,Technology,renesola,renesola
SON,Sonoco Products Company,Consumer Durables,sonoco products,sonoco_products
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,southern national bancorp of virginia,southern_national_bancorp_of_virginia
SONC,Sonic Corp.,Consumer Services,sonic,sonic
SORL,"SORL Auto Parts, Inc.",Capital Goods,sorl auto parts,sorl_auto_parts
SP,SP Plus Corporation,Consumer Services,sp plus,sp_plus
SPA,Sparton Corporation,Technology,sparton,sparton
SPAR,"Spartan Motors, Inc.",Capital Goods,spartan motors,spartan_motors
SPCB,"SuperCom, Ltd.",Technology,supercom,supercom
SPEX,Spherix Incorporated,Miscellaneous,spherix,spherix
SPG,"Simon Property Group, Inc.",Consumer Services,simon property group,simon_property_group
SPGI,S&P Global Inc.,Finance,s p global,s_p_global
SPH,"Suburban Propane Partners, L.P.",Consumer Services,suburban propane partners l p,suburban_propane_partners_l_p
SPHS,"Sophiris Bio, Inc.",Health Care,sophiris bio,sophiris_bio
SPI,"SPI Energy Co., Ltd.",Technology,spi energy,spi_energy
SPKE,"Spark Energy, Inc.",Public Utilities,spark energy,spark_energy
SPLK,Splunk Inc.,Technology,splunk,splunk
SPLP,Steel Partners Holdings LP,Capital Goods,steel partners,steel_partners
SPN,"Superior Energy Services, Inc.",Energy,superior energy services,superior_energy_services
SPNE,SeaSpine Holdings Corporation,Health Care,seaspine,seaspine
SPNS,Sapiens International Corporation N.V.,Technology,sapiens international,sapiens_international
SPOK,"Spok Holdings, Inc.",Public Utilities,spok holdings,spok_holdings
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,spectrum pharmaceuticals,spectrum_pharmaceuticals
SPR,"Spirit Aerosystems Holdings, Inc.",Capital Goods,spirit aerosystems,spirit_aerosystems
SPRT,"support.com, Inc.",Technology,support com,support_com
SPSC,"SPS Commerce, Inc.",Technology,sps commerce,sps_commerce
